mouse,老鼠,lawq sjyoq,老鼠 (lou5 syu2),ネズミ,Maus,쥐,souris,rat,chuột,muis,mus,rato,topo,فأر (fa'r),мышь,tikus,mus,mouse
horse,马,maeq,馬 (maa5),馬 (うま),Pferd,말,cheval,caballo,ngựa,paard,häst,cavalo,cavallo,حصان (hisan),лошадь,kuda,equus,at
wing,翅膀,sjieh bang,翅膀 (ci4 bong2),羽 (はね),Flügel,날개,aile,ala,cánh,vleugel,vinge,asa,ala,جناح (janah),крыло,sehel,ala,kanat
类 3 KKSM - djyk mut,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
类 4 KKNL,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
类 4 KKNL - njin lwih,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
Race (ethnicity),种族,tjuongq dzouk,種族 (zung2 zuk6),人種 (じんしゅ),Rasse,인종,race,raza,chủng tộc,ras,rast,raça,razza,عرق (ʿaraq),раса,bangsa,gens,ırk
Sex (the act),性,siaengh,性 (sing3),セックス,Geschlecht,성별,sexe,sexo,giới tính,geslacht,kön,sexo,sesso,جنس (jins),пол,seks,sexus,cinsiyet
Sex (gender),性别,siaengh byet,性別 (sing3 bit6),性別 (せいべつ),Geschlecht,성별,sexe,sexo,giới tính,geslacht,kön,sexo,sesso,جنس (jins),пол,seks,sexus,cinsiyet
male,男,nom,男 (naam4),男性 (だんせい),männlich,남성,mâle,macho,nam,mannelijk,manlig,masculino,maschile,ذكر (thakar),мужской,lelaki,masculus,erkek
female,女,nryoq,女 (neoi5),女性 (じょせい),weiblich,여성,femelle,hembra,nữ,vrouwelijk,kvinnlig,feminino,femminile,أنثى (ontha),женский,perempuan,femina,dişi
类 4 KKNL - gyonh khang,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
pain,痛,thoungh,痛 (tung3),痛み (いたみ),Schmerz,아픔,douleur,dolor,đau,pijn,smärta,dor,dolore,ألم (alam),боль,sakit,dolor,acı
injury,伤,sjyangh,傷 (soeng1),怪我 (けが),Verletzung,부상,blessure,lesión,vết thương,blessure,skada,lesão,lesione,إصابة (isabah),травма,luka,laesio,yaralanma
kill,杀,sreet,殺 (saat3),殺す (ころす),töten,죽이다,tuer,matar,giết,doden,döda,matar,uccidere,يقتل (yaqtul),убивать,membunuh,necare,öldürmek
die,死,siq,死 (sei2),死ぬ (しぬ),sterben,죽다,mourir,morir,chết,sterven,dö,mostrar-se,morire,يموت (yumūt),умирать,mati,mori,mekmek
sick,生病,sryaengh byaengh,病 (seng1 beng6),病気 (びょうき),krank,아픈,malade,enfermo,bệnh,ziek,sjuk,doente,malato,مريض (maridh),больной,sakit,aegrotus,hasta
healthy,健康,gyonh khang,健康 (gin6 hong1),健康 (けんこう),gesund,건강한,en bonne santé,saludable,khỏe,gezond,hälsosam,saudável,sano,صحي (sahih),здоровый,sihat,sanus,sağlıklı
dead,死,siq,死 (sei2),死んだ (しんだ),tot,죽은,morto,muerto,chết,dood,död,morto,morto,ميت (mayyit),мертвый,mati,mortuus,ölü
alive,活,kwat,活 (wut6),生きている (いきている),lebendig,살아있는,vivant,vivo,sống,levend,levande,vivo,vivo,حي (hayy),живой,hidup,vivus,canlı
Death,死亡,siq muang,死亡 (sei2 mong4),死 (し),Tod,사망,mort,muerte,chết,dood,död,morte,morte,الموت (almawt),смерть,kematian,mors,ölüm
Medicine,药物,jyak mut,藥物 (joek6 mat6),薬 (くすり),Medizin,의약품,médicament,medicina,thuốc,medicijn,medicin,medicina,medicina,دواء (dawa'),лекарство,ubat,medicamentum,ilaç
类 4 KKNL - qyimq zjyk,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
eat,吃,khek,食 (sik6),食べる (たべる),essen,먹다,manger,comer,ăn,eten,äta,comer,mangiare,يأكل (yaʾkul),есть,makan,mangiare,yemek
drink,喝,qaejh,飲 (jam2),飲む (のむ),trinken,마시다,boire,beber,uống,drinken,dricka,beber,bere,يشرب (yashrab),пить,minum,bibere,içmek
小类beverage,饮料,qyimq lewh,飲品 (jam2 ban2),飲み物 (のみもの),Getränk,음료,boisson,bebida,đồ uống,drank,dryck,bebida,bevanda,مشروب (mashroob),напиток,minuman,potus,icecek
coffee,咖啡,khae phojq,咖啡 (kaa1 fe1),コーヒー (こーひー),Kaffee,커피,café,café,cà phê,koffie,kaffe,café,caffè,قهوة (qahwa),кофе,kopi,coffea,kahve
tea,茶,drae,茶 (caa4),お茶 (おちゃ),Tee,차,thé,té,trà,the,thee,chá,tè,شاي (shay),чай,teh,camellia,çay
wine,葡萄酒,bo daw tsuq,葡萄酒 (pou4 tou4 zau2),ワイン (わいん),Wein,와인,vin,vino,rượu,gewoon wijn,vin,vinho,vino,نبيذ (nabeez),вино,wain,wine,vino
beer,啤酒,bie tsuq,啤酒 (bei1 zau2),ビール (びーる),Bier,맥주,bière,cerveza,bia,bier,öl,cerveja,birra,بيرة (beera),пиво,bir,bier,şarap
juice,果汁,kwaq tjip,果汁 (gwo2 zat1),ジュース (じゅーす),Saft,주스,jus,zumo,nước ép,sap,juice,suco,succo,عصير (asir),сок,jus,baccar,jüs
water,水,sjwiq,水 (seoi2),水 (みず),Wasser,물,eau,agua,nước,water,vatten,água,acqua,ماء (maa'),вода,air,aqua,su
milk,牛奶,ngu nreeq,牛奶 (ngau4 naai5),牛乳 (ぎゅうにゅう),Milch,우유,lait,leche,sữa,melk,mjölk,leite,latte,حليب (halib),молоко,susu,lac,inek sütü
小类food,食物,zyh mut,食物 (sik6 mat6),食品 (しょくひん),Essen,음식,nourriture,comida,thức ăn,eten,mat,comida,cibo,طعام (Ta`am),еда,makanan,alimentum,yemek
egg,蛋,danq,蛋 (daan2),卵 (たまご),Ei,계란,œuf,huevo,trứng,ei,ägg,ovo,uovo,بيضة (bayda),яйцо,telur,ovum,yumurta
cheese,奶酪,nreeq lak,芝士 (zi1 si6),チーズ (ちーず),Käse,치즈,fromage,queso,phô mai,kaas,ost,queijo,formaggio,جبنة (jubnah),сыр,keju,caseus,peynir
bread,面包,menh paew,麵包 (min6 baau1),パン (ぱん),Brot,빵,pain,pan,banh mi,brood,bröd,pão,pane,خبز (khubz),хлеб,roti,panis,ekmek
soup,汤,thangh,湯 (tong1),スープ (すーぷ),Suppe,국,soupe,sopa,súp,soep,soppa,sopa,zuppa,حساء (hasa'),суп,sup,supa,çorba
cake,蛋糕,danq kaw,蛋糕 (daan2 gou1),ケーキ (けーき),Kuchen,케이크,gâteau,pastel,bánh,gâteau,tårta,bolo,torta,كعكة (ka'ka),торт,kuih,torta,pasta
chicken,鸡,kej,雞 (gai1),鶏肉 (とりにく),Huhn,닭,poulet,pollo,gà,kip,kyckling,frango,pollo,دجاجة (dajajah),курица,ayam,gallus,tavuk
pork,猪肉,tryo njuk,豬肉 (zyu1 juk6),豚肉 (ぶたにく),Schweinefleisch,돼지고기,porc,cerdo,thịt heo,varkensvlees,fläskkött,porco,maiale,لحم الخنزير (lahm al-khinzir),свинина,daging babi,caro suum,domuz eti
beef,牛肉,ngu njuk,牛肉 (ngau4 juk6),牛肉 (ぎゅうにく),Rindfleisch,쇠고기,boeuf,carne de res,bò,rundvlees,nötkött,carne,carne,لحم بقري (lahm baqri),говядина,daging lembu,taurus,sığır eti
apple,苹果,bin kwaq,蘋果 (ping4 gwo2),リンゴ (りんご),Apfel,사과,pomme,manzana,táo,appel,äpple,maçã,mela,تفاحة (tuffaha),яблоко,epalum,malus,elma
banana,香蕉,hyang tsiew,香蕉 (hoeng1 ziu1),バナナ (ばなな),Banane,바나나,banane,plátano,chuối,banaan,banan,banana,banana,موز (mawz),банан,pisang,musa,muz
orange,橙子,teongh tsyq,橙 (caang2 zi2),オレンジ (おれんじ),Orange,오렌지,orange,naranja,cam,sinaasappel,apelsin,laranja,arancia,برتقال (burtuqal),апельсин,oren,persica,Portakal
lemon,柠檬,nraengq moung,檸檬 (ning4 mung4),レモン (れもん),Zitrone,레몬,citron,limón,chanh,citroen,citron,limão,limone,ليمون (laymun),лимон,limau,citrus limon,sıkma limon
corn,玉米,nguok mejq,粟 (juk6),トウモロコシ (とうもろこし),Mais,옥수수,maïs,maíz,bắp,corn,mais,milho,mais,ذرة (dhura),кукуруза,jagung,zea mays,mısır
rice,米饭,mejq buonq,飯 (faan6),ご飯 (ごはん),Reis,밥,riz,arroz,gạo,rijst,riskorn,arroz,riso,أرز (arz),рис,nasi,oryza sativa,pilav
oil,油,juh,油 (jau4),油 (あぶら),Öl,기름,huile,aceite,dầu,olie,olja,óleo,olio,زيت (zait),масло,minyak,oleum,yağ
seed,种子,tjuongq tsyq,種子 (zung2 zi2),種子 (たね),Samen,씨앗,graine,semilla,hạt,zaad,frö,semente,seme,بذرة (buthrah),семя,biji,badlum,çekirdek
knife,刀,taw,刀 (dou1),ナイフ (ないふ),Messer,칼,couteau,cuchillo,dao,mes,kastrull,faca,coltello,سكين (sikeen),нож,pisau,cutit,bıçak
spoon,匙,djie,匙 (ci4),スプーン (supuun),Löffel,숟가락,cuillère,cuchara,thìa,lepel,sked,colher,cucchiaio,ملعقة (malaqah),ложка,sudu,cochlearium,kaşık
fork,叉,tsrhee,叉 (caa1),フォーク (ふぉーく),Gabel,포크,fourchette,tenedor,nĩm,vork,gaffel,garfo,forchetta,شوكة (shawkah),вилка,gardan,tunç,kılıç
plate,盘子,ban tsyq,碟 (dip6),皿 (さら),Teller,접시,assiette,plato,dĩa,bord,björk,prato,piatto,صحن (sahn),тарелка,pinggan,patella,tabak
cup,杯子,poj tsyq,杯 (bui1),カップ (かっぷ),Tasse,컵,tasse,taza,cốc,kop,kopp,chávena,tazza,كوب (kub),чашка,cawan,pyxis,bardak
breakfast,早餐,tsawq tshan,早餐 (zou2 caan1),朝食 (ちょうしょく),Frühstück,아침식사,petit-déjeuner,desayuno,bữa sáng,ontbijt,frukost,café da manhã,colazione,وجبة الفطور (wajbat alfuTuur),завтрак,sarapan,jentaculum,kahvaltı
lunch,午餐,ngoq tshan,午餐 (ng5 caan1),昼食 (ちゅうしょく),Mittagessen,점심식사,déjeuner,almuerzo,bữa trưa,lunch,lunch,almoço,pranzo,وجبة الغداء (wajbat alghada'),обед,makan tengah hari,prandium,öğle yemeği
dinner,晚餐,muonq tshan,晚餐 (maan5 caan1),夕食 (ゆうしょく),Abendessen,저녁식사,dîner,cena,bữa tối,avondeten,middag,jantar,cena,وجبة العشاء (wajbat aleasha'),ужин,makan malam,cena,akşam yemeği
sugar,糖,dang,糖 (tong4),砂糖 (さとう),Zucker,설탕,sucre,azúcar,đường,suiker,socker,açúcar,zucchero,سكر (sukkar),сахар,gula,saccharum,şeker
salt,盐,jiemh,鹽 (jim4),塩 (しお),Salz,소금,sel,sal,s muối,zout,salt,sal,zucchero,ملح (milh),соль,garam,sal,tuz
bottle,瓶子,beng tsyq,樽 (zung1),ボトル (ぼとる),Flasche,병,bouteille,botella,chai,fles,flaska,garrafa,bottiglia,زجاجة (zujaja),бутылка,botol,ampulla,şişe
类 4 KKNL - qyj mut,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
小类clothing,衣物,qyjh mut,衣物 (ji1 mat6),衣類 (いるい),Kleidung,의류,vêtement,ropa,quần áo,kleding,kläder,roupa,abbigliamento,ملابس (malābis),одежда,pakaian,vestimenta,giysi
hat,帽子,mawh tsyq,帽子 (bou6 zi2),帽子 (ぼうし),Hut,모자,chapeau,sombrero,mũ,n hoed,hatt,chapéu,cappello,قبعة (qubʿah),шляпа,topi,caputium,şapka
dress,连衣裙,lien qyjh gun,連衣裙 (lin4 ji1 kwan4),ドレス (doresu),Kleid,드레스,robe,vestido,áo liền,vrouwelijke jurk,klänning,vestido,vestito,فستان (fustaan),платье,gaun,vestis,elbise
suit,西装,sej tsryangh,西裝 (sai1 cong1),スーツ (sūtsu),Anzug,정장,costume,traje,áo vest,n pak,kostym,terno,abito,بدلة (badla),костюм,jas,vestis,elbise
skirt,裙子,gun tsyq,裙子 (kwan4 zi2),スカート (sukāto),Rock,치마,jupe,falda,chân váy,rok,kjol,saia,gonna,تنورة (tanūrah),юбка,rok,vestis,etek
shirt,衬衫,tsrhyinh sraem,襯衫 (can1 saam1),シャツ (shatsu),Hemd,셔츠,chemise,camisa,áo sơ mi,hemd,skjorta,camisa,camicia,قميص (qamīṣ),рубашка,baju kemeja,camisia,gömlek
T-shirt,T恤,[…] swit,T恤 (T seoi6),Tシャツ (T shatsu),T-Shirt,T셔츠,T-shirt,camiseta,áo phông,T-shirt,T-tröja,camiseta,maglietta,T-شيرت (T-shīrt),футболка,T-baju,under tunicamisia,tişört
pants,裤子,khoh tsyq,褲子 (fu3 zi2),パンツ (pantsu),Hose,바지,pantalon,pantalones,quần,korte broek,byxor,calça,pantaloni,بنطلون (bantalūn),штаны,celana,brācae,pantolon
shoes,鞋,gheej,鞋 (haai4),靴 (くつ),Schuhe,신발,chaussures,zapatos,giày,schoenen,skor,sapatos,scarpe,أحذية (ʾaḥḍiyah),обувь,sepatu,calcei,ayakkabı
pocket,口袋,khouq deojh,口袋 (hau2 doi6),ポケット (poketto),Tasche,포켓,poches,bolsillo,ngăn túi,zak,zak,fundo,borsa,جيب (jayb),карман,saku,sinus,cep
coat,外套,ngwajh thawh,外套 (ngoi6 tou3),コート (kōto),Mantel,코트,manteau,abrigo,áo khoác,jas,rock,casaco,cappotto,معطف (maʿṭaf),пальто,ceket,paenula,palto
stain,污点,qo temq,污點 (wu1 dim2),シミ (shimi),Fleck,얼룩,tache,mancha,vết bẩn,vlek,fläck,mancha,macchia,بقعة (baqʿah),пятно,noda,macula,leke
类 4 KKNL - juongh phyimq,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
小类electronics,电子产品,denh tsyq sreenq phyimq,電子產品,電子製品,Elektronik,전자제품,électronique,electrónica,điện tử,elektronica,elektronik,eletrônicos,elettronica,إلكترونيات('iilikturuniaat),электроника,elektronik,electronics,elektronik
clock,时钟,djy tjuong,鐘,時計,Uhr,시계,horloge,reloj,đồng hồ,klok,klocka,relógio,orologio,ساعة,часы,jam,horologium,saat
lamp,台灯,deoj teong,台燈,ランプ,Lampe,전등,lampe,lámpara,đèn,lamp,lampa,lâmpada,lampada,مصباح,лампа,lampu,lampas,lamba
fan,风扇,pungh sjienh,風扇,扇風機,Ventilator,선풍기,ventilateur,ventilador,quạt,ventilator,fläkt,ventoinha,ventilatore,مروحة,вентилятор,kipas,flabellum,vantilatör
cell phone,手机,sjuq kyj,手機,携帯電話,Handy,핸드폰,téléphone portable,teléfono móvil,điện thoại di động,mobiele telefoon,mobiltelefon,telefone celular,telefono cellulare,هاتف,мобильный телефон,telefon bimbit,mobiles telefonum,cep telefonu
network,网络,muangq lak,網絡,ネットワーク,Netzwerk,네트워크,réseau,red,mạng,nätverk,network,rede,rete,شبكة,сеть,rangkaian,rete,network
computer,电脑,denh nawq,電腦,コンピューター,Computer,컴퓨터,ordinateur,computadora,máy tính,computer,dator,computador,computer,كمبيوتر,компьютер,komputer,komputer,bilgisayar
program,程序,driaeng zyoq,程序,プログラム,Programm,프로그램,programme,programa,chương trình,program,program,programa,programma,برنامج,программа,program,programma,program
laptop,笔记本电脑,pyit kyh ponq denh nawq,筆記本電腦,ノートパソコン,Laptop,노트북,ordinateur portable,portátil,máy tính xách tay,laptop,laptop,laptop,laptop,لابتوب,ноутбук,laptop,laptop,laptop
screen,屏幕,piaengq mak,屏幕,スクリーン,Bildschirm,화면,écran,pantalla,màn hình,scherm,skärm,tela,schermo,شاشة,экран,skrin,sceen,ekran
camera,相机,syangh kyj,相機,カメラ,Kamera,카메라,caméra,cámara,máy ảnh,camera,kamera,câmera,fotocamera,كاميرا,камера,kamera,kamera,kamera
television,电视,denh djiq,電視,テレビ,Fernseher,텔레비전,télévision,televisión,ti vi,televisie,television,televisão,televisione,تلفزيون,телевизор,televisyen,televisio,televizyon
radio,收音机,sjuh qyim kyj,收音機,ラジオ,Radio,라디오,radio,radio,đài radio,radio,radio,rádio,radio,راديو,радио,radio,radio,radyo
小类materials,材料,dzeoj lewh,材料 (coi4 liu2),素材 (そざい),Material,재료,matériaux,materiales,vật liệu,materiaal,material,materiais,materiale,مواد (mawad),материалы,bahan,basis,materyal
glass,玻璃,pha lie,玻璃 (bo1 lei4),ガラス (がらす),Glas,유리,verre,vidrio,kính,glas,glass,vidro,vetro,زجاج (zujaj),стекло,kaca,vitrum,cam
metal,金属,kyim tjuok,金屬 (gam1 suk6),金属 (きんぞく),Metall,금속,métal,metal,kim loại,metaal,metall,metal,metallo,معدن (ma'din),металл,logam,metallum,metal
plastic,塑料,soh lewh,塑膠 (so1 gaau1),プラスチック (ぷらすちっく),Plastik,플라스틱,plastique,plástico,nhựa,kunststof,plast,plástico,plastica,بلاستيك (blāstīk),пластик,plastikum,plastik,plastik
wood,木材,mouk dzeoj,木材 (muk6 coi4),木材 (もくざい),Holz,나무,bois,madera,gỗ,hout,trä,madeira,legno,خشب (khashab),дерево,kayu,lignum,ahşap
stone,石头,djiaek dou,石頭 (sek6 tau4),石 (いし),Stein,돌,pierre,piedra,đá,steen,sten,pedra,pietra,حجر (hajar),камень,batu,lapis,lâp
diamond,钻石,tswanh djiaek,鑽石 (zyun1 sek6),ダイヤモンド (だいやもんど),Diamant,다이아몬드,diamant,diamante,kim cương,diamant,diamant,diamante,diamante,ألماس (almās),алмаз,berlian,diamas,adamantem
clay,黏土,nriem thoq,黏土 (nim4 tou2),粘土 (ねんど),Ton,점토,argile,arcilla,gạch, klei,lera,argila,terra,طين (tīn),глина,tanah liat,caenum,kil
dust,灰尘,hoj drin,灰塵 (fai1 can4),ほこり (hokori),Staub,먼지,poussière,polvo,bụi,stof,damm,pó,polvere,غبار (ghubar),пыль,debu,pulvis,toz
gold,黄金,ghwang kyim,黃金 (wong4 gam1),金 (きん),Gold,금,or,oro,vàng,goud,guld,ouro,oro,ذهب (dhahab),золото,emas,aurum,altın
copper,铜,doung,銅 (tung4),銅 (どう),Kupfer,구리,cuivre,cobre,đồng,koper,koppar,cobre,rame,نحاس (nihās),медь,tembaga,cuprum,bakır
silver,银,ngyin,銀 (ngan4),銀 (ぎん),Silber,은,argent,plata,bạc,zilver,silver,prata,argento,فضة (fiddah),серебро,perak,argentum,gümüş
小类待分home,家,kae,屋企 (uk1 kei2),家 (いえ),Zuhause,집,maison,casa,nhà,huis,hem,casa,casa,منزل (manzil),дом,rumah,domus,ev
table,桌子,troeuk tsyq,枱 (tok3 zi2),机 (つくえ),Tisch,탁자,table,mesa,bàn,tafel,bord,mesa,tavolo,طاولة (taula),стол,meja,mensa,masa
chair,椅子,qyeq tsyq,椅 (ji1),椅子 (いす),Stuhl,의자,chaise,silla,ghế,stoel,stol,cadeira,sedia,كرسي (kursi),стул,kerusi,sella,sandalye
bed,床,dzryang,床 (coeng4),ベッド (べっど),Bett,침대,lit,cama,giường,bed,sovrum,cama,letto,سرير (saryr),кровать,tilam,lectus,yatak
dream,梦,mungh,夢 (mung6),夢 (ゆめ),Traum,꿈,rêve,sueño,giấc mơ,droom,drom,sonho,sogno,حلم (hulm),сон,mimpi,somn,uyku
window,窗,tsrhoeung,窗 (coeng1),窓 (まど),Fenster,창,fenêtre,ventana,cửa sổ,venster,fönster,janela,finestra,نافذة (nafidhah),окно,jendela,ianua,pencere
door,门,mon,門 (mun4),ドア (どあ),Tür,문,porte,puerta,cửa,deur,dörr,porta,porta,باب (bab),дверь,pintu,ianua,kapı
bedroom,卧室,ngwah sjit,臥室 (ngoh6 sat1),寝室 (しんしつ),Schlafzimmer,침실,chambre,dormitorio,phòng ngủ,slaapkamer,sovrum,quarto,camera da letto,غرفة نوم (ghurfat nawm),спальня,bilik tidur,cubiculum dormitorium,yatak odası
kitchen,厨房,druo buang,廚房 (cyu4 fong1),キッチン (きっちん),Küche,부엌,cuisine,cocina,bếp,keuken,kök,cozinha,cucina,مطبخ (matbakh),кухня,dapur,cucina,mutfak
bathroom,浴室,juok sjit,浴室 (juk6 sat1),浴室 (よくしつ),Badezimmer,욕실,salle de bain,baño,phòng tắm,badkamer,badrum,banheiro,bagno,حمام (hammam),ванная,ruang mandi,thermae bali,hamam
pencil,铅笔,jwien pyit,鉛筆 (jyun4 bat1),鉛筆 (えんぴつ),Bleistift,연필,crayon,lápiz,bút chì,potlood,penna,papel,matita,قلم رصاص (qalam raṣāṣ),карандаш,pensel,graphium,pencil
pen,钢笔,kang pyit,鋼筆 (gong1 bat1),万年筆 (まんねんひつ),Füller,펜,stylo,pluma,bút mực,pen,växelpenna,caneta,penna,قلم (qalam),ручка,pena,calamus,pulpen
photograph,照片,tjiewh phenh,相片 (siu1 pin3),写真 (しゃしん),Fotografie,사진,photographie,fotografía,ảnh,foto,fotografi,fotografia,fotografia,صورة (sura),фотография,fotografi,fotographia,fotograf
soap,肥皂,buj dzawq,肥皂 (fei4 cou2),石けん (せっけん),Seife,비누,savon,jabón,xà phòng,zeep,tvål,sabão,sapone,صابون (sabun),мыло,sabun,sapo,sapun
book,书,sjyo,書 (syu1),本 (ほん),Buch,책,livre,libro,sách,boek,bok,livro,libro,كتاب (kitab),книга,buku,liber,kitap
page,页,ghet,頁 (jip6),ページ (ぺーじ),Seite,페이지,page,página,trang,pagina,sida,página,pagina,صفحة (safhah),страница,muka,fascia,seyfah
key,钥匙,jyak djie,鑰匙 (joek3 si4),鍵 (かぎ),Schlüssel,열쇠,clé,llave,chìa khóa,sleutel,nyckel,chave,chiave,مفتاح (miftāḥ),ключ,kunci,clavis,anahtar
paint,颜料,ngaen lewh,油漆 (jau4 cat1),絵の具 (えのぐ),Farbe,페인트,peinture,pintura,sơn,verf,färg,tinta,pittura,دهان (dihan),краска,cat,coenit,boya
letter,信,sinh,信 (seon3),手紙 (てがみ),Brief,편지,lettre,carta,thư,brief,brev,carta,lettera,رسالة (risālah),письмо,surat,epistula,mektup
note,笔记,pyit kyh,筆記 (bat1 gei3),ノート (のーと),Notiz,노트,note,nota,ghi chú,notitie,anteckning,nota,nota,ملاحظة (mulāḥaẓah),заметка,catatan,nota,not
wall,墙,dzyang,牆 (coeng4),壁 (かべ),Wand,벽,mur,pared,tường,wand,vägg,parede,muro,جدار (jidār),стена,dinding,murus,duvar
paper,纸,tjieq,紙 (zi2),紙 (かみ),Papier,종이,papier,papel,gia,papier,papper,papel,carta,ورقة (warqah),бумага,kertas,charta,kağıt
floor,地板,dih paenq,地板 (dei6 baan2),床 (ゆか),Boden,바닥,sol,suelo,sàn,vloer,golv,piso,pavimento,أرضية (arḍīyah),пол,lantai,pavimentum,zemin
ceiling,天花板,then hwae paenq,天花板 (tin1 faa1 baan2),天井 (てんじょう),Decke,천장,plafond,techo,trần,plafond,tak,teto,soffitto,سقف (saqf),потолок,siling,fastigium,tavan
roof,屋顶,qouk tengq,屋頂 (uk1 deng2),屋根 (やね),Dach,지붕,toit,techo,mái nhà,dak,tak,telhado,tetto,سقف (saqf),крыша,atap,tectum,çatı
pool,游泳池,ju uaengh drie,泳池 (jau4 jung4 ci4),プール (ぷーる),Pool,수영장,piscine,piscina,bể bơi,zwembad,bassäng,piscina,piscina,مسبح (musbah),бассейн,kolam renang,piscina,pool
lock,锁,swaq,鎖 (so2),鍵 (かぎ),Schloss,자물쇠,serrure,cerradura,khóa,slot,lås,fechadura,serratura,قفل (qifl),замок,kunci,carenae ianuae,kilit
telephone,电话,denh ghwaejh,電話 (din6 waa2),電話 (でんわ),Telefon,전화,téléphone,teléfono,điện thoại,telefoon,telefon,telefone,telefono,هاتف (hatif),телефон,telefon,telephonium,telefon
garden,花园,hwae uon,花園 (faa1 jyun4),庭園 (ていえん),Garten,정원,jardin,jardín,sân vườn,tuin,trädgård,jardim,giardino,حديقة (hadīqah),сад,taman,hortus,bahçe
yard,院子,uenh tsyq,院 (jyun6 zi2),庭 (てい),Hof,마당,cour,patio,sân,tuin,gård,quintal,cortile,فناء (finā'),двор,halaman,atrium,courtyard
needle,针,tjim,針 (zin1),針 (はり),Nadel,바늘,aiguille,aguja,kim,knaald,sticka,agulha,ago,إبرة (ibrah),игла,jarum,acus,ipe
bag,袋子,deojh tsyq,袋 (doi1 zi2),袋 (ふくろ),Tasche,가방,sac,bolsa,túi,tas,väska,bolsa,borsa,حقيبة (haqibah),сумка,tas,bursa,çanta
box,盒子,ghop tsyq,盒 (hak2 zi2),箱 (はこ),Schachtel,상자,boîte,caja,hộp,doos,ask,caixa,scatola,صندوق (sanduq),коробка,kotak,cista,şeker
gift,礼物,lejq mut,禮物 (lai5 mat6),贈り物 (おくりもの),Geschenk,선물,cadeau,regalo,quà,cadeau,present,presente,regalo,هدية (hadīyah),подарок,hadiah,donum,hediye
card,卡片,khaeq phenh,卡片 (kaa1 pin2),カード (かーど),Karte,카드,carte,tarjeta,thẻ,kaart,kort,cartão,carta,بطاقة (bitaqa),карта,kartu,tessera,kart
ring,戒指,keejh tjiq,戒指 (gaai3 zi2),指輪 (ゆびわ),Ring,반지,bague,anillo,chiếc nhẫn,ring,ring,anel,anello,خاتم (khatam),кольцо,cincin,annulus,yüzük
tool,工具,koung guoh,工具 (gung1 gu3),道具 (どうぐ),Werkzeug,도구,outil,herramienta,dụng cụ,gereedschap,verktyg,ferramenta,strumento,أداة (adāh),инструмент,alat,instrumentum,araç
类 4 KKNL - kyonh truk,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
小类待分location,位置,uih tryh,位置 (wai2 sik1),場所 (ばしょ),Ort,위치,emplacement,ubicación,vị trí,locatie,plats,localização,posizione,موقع (mawqea'),место,lokasi,loca,lokalite
city,城市,djiaeng djyq,城市 (sing4 si5),都市 (とし),Stadt,도시,ville,ciudad,thành phố,stad,stad,cidade,città,مدينة (madina),город,bandar,urbs,kotaşehir
house,房子,buang tsyq,屋企 (uk1 kei2),家 (いえ),Haus,집,maison,casa,nhà,huis,hus,casa,casa,بيت (bayt),дом,rumah,domus,ev
apartment,公寓,koung nguoh,樓 (lau4),アパート,Apartment,아파트,appartement,apartamento,chung cư,appartement,lägenhet,apartamento,appartamento,شقة (shaqa),квартира,pangsapuri,domus,ev
street/road,街道,keej dawq,街 (gaai1 dou6),道路 (どうろ),Straße,도로,rue,calle,đường-địa phương,straat,gata,rua,strada,شارع (shaari),улица,jalan,platea,cadde
airport,机场,kyj dryang,機場 (gei1 coeng4),空港 (くうこう),Flughafen,공항,aéroport,aeropuerto,sân bay,luchthaven,flygplats,aeroporto,aeroporto,مطار (matar),аэропорт,lapangan terbang,portus aëris,havalimanı
train station,火车站,hwaq tjhiae treemh,火車站 (fo2 ce1 zaam6),駅 (えき),Bahnhof,기차역,gare,estación,nhà ga,treinstation,tågstation,estação de trem,stazione ferroviaria,محطة قطار (mahattat qitar),вокзал,stesen kereta api,castrum,istasyon
bridge,桥,gyew,橋 (kiu4),橋 (はし),Brücke,다리,pont,puente,cầu,brug,bro,ponte,ponte,جسر (jisr),мост,jambatan,pontem,pont
hotel,酒店,tsuq temh,酒店 (zau2 dim3),ホテル,Hotel,호텔,hôtel,hotel,khách sạn,hotel,hotell,hotel,hotel,فندق (funduq),отель,hotel,albergo,otel
restaurant,餐馆,tshan kwanh,食肆 (sik6 zi6),レストラン,Restaurant,레스토랑,restaurant,restaurante,nhà hàng,restaurant,restaurang,restaurante,ristorante,مطعم (mat'am),ресторан,restoran,coenaculum,restoran
